ID,Gene Symbol
232073_at,PPFIA2
232074_at,PRSS27
232075_at,WDR61
232076_at,LOC101928160///ZNF707
232077_s_at,YPEL3
232078_at,NECTIN2
232079_s_at,NECTIN2
232080_at,HECW2
232081_at,ABCG1
232082_x_at,SPRR3
232083_at,KIF16B
232084_at,SGTB
232085_at,MAPK8IP3
232086_at,PIK3C3
232087_at,CXorf23
232088_x_at,LINC00899
232089_at,LINC00921///TIGD7///ZNF263
232090_at,DNM3OS
232091_s_at,ZDHHC24
232092_at,SLC25A51
232093_at,SPACA6
232094_at,KATNBL1
232095_at,
232096_x_at,FOXP1-IT1
232097_at,TOX4
232098_at,DST
232099_at,PCDHB16
232100_at,RNF217
232101_s_at,PIGN
232102_at,METTL6
232103_at,BPNT1
232104_at,STUM
232105_at,BLACAT1
232106_s_at,CEP89
232107_at,SDHC
232108_at,SCRN3
232109_at,UBXN10
232110_at,GALNT5
232111_at,TUNAR
232112_at,RALGPS2
232113_at,
232114_at,MED12L
232115_at,SLC39A3
232116_at,GRHL3
232117_at,ZNF471
232118_at,
232119_at,SYNPO2
232120_at,
232121_at,TRDMT1
232122_s_at,VEPH1
232123_at,MIR4697///MIR4697HG
232124_at,FAM198A
232125_at,ZBTB20
232126_at,COQ2
232127_at,CLCN5
232128_s_at,CLCN5
232129_s_at,LZTS2
232130_at,
232131_at,LINC00933
232132_at,PARD6G
232133_at,ADAMTS10
232134_at,
232135_at,SAP30L
232136_s_at,CTTNBP2
232137_at,ZNF616
232138_at,MBNL2
232139_s_at,MFSD4B
232140_at,FRG1HP
232141_at,U2AF1
232142_at,ISY1
232143_at,DNM1P41
232144_at,
232145_at,C2orf68
232146_at,NDUFC1
232147_at,SLX4
232148_at,NSMAF
232149_s_at,NSMAF
232150_at,
232151_at,MACC1
232152_at,CEP57L1
232153_at,LOC100996693///SPEG
232154_at,ADM5
232155_at,RNF213
232156_at,AP5M1
232157_at,SPRY3
232158_x_at,LOC101927157///NIPAL1
232159_at,
232160_s_at,TNIP2
232161_x_at,PTPN4
232162_at,ZNF696
232163_at,WDR19
232164_s_at,EPPK1
232165_at,EPPK1
232166_at,CEP126
232167_at,SLC2A11
232168_x_at,MACF1
232169_x_at,MIR7113///MIR4691///NDUFS8
232170_at,S100A7A
232171_x_at,KLHDC4
232172_at,CD99P1
232173_at,CLEC2L
232174_at,
232175_at,ARF1
232176_at,SLITRK6
232177_at,
232178_at,ZNF503
232179_at,LOC158863
232180_at,UGP2
232181_at,PPARGC1B
232182_at,LOC286272
232183_at,SERAC1
232184_at,ALS2
232185_at,MROH8
232186_at,FITM2
232187_at,PALMD
232188_at,AKAP13
232189_at,
232190_x_at,LOC115110
232191_at,ERVH48-1
232192_at,LOC153811///RNF130
232193_at,GSTT1
232194_at,METTL4
232195_at,GPR158
232196_at,LCA5L
232197_x_at,ARSB
232198_at,
232199_at,PPP1R3F
232200_at,HSPA9
232201_at,NKD2
232202_at,FAM83B
232203_at,NKD1
232204_at,EBF1
232205_at,
232206_at,ULK4
232207_at,LOC100653061///GUSBP4
232208_at,ISLR2
232209_x_at,HM13
232210_at,
232211_at,PPP1R3F
232212_at,PLEKHA8
232213_at,PELI1
232214_x_at,ZNF554
232215_x_at,PRR11
232216_at,YME1L1
232217_at,FAM26E
232218_at,
232219_x_at,USP21
232220_at,S100A7A
232221_x_at,RSBN1L
232222_at,ZCCHC2
232223_at,RGS3
232224_at,MASP1
232225_at,
232226_at,LRRC4C
232227_at,HSPC324
232228_at,ZNF530
232229_at,SETX
232230_at,OLMALINC
232231_at,RUNX2
232232_s_at,SLC22A16
232233_at,SLC22A16
232234_at,SLA2
232235_at,DSEL
232236_at,
232237_at,MDGA1
232238_at,ASPM
232239_at,LINC00865
232240_at,DNHD1
232241_at,LINC00894
232242_at,PTPRG-AS1
232243_at,MCPH1
232244_at,KIAA1161
232245_at,SLC25A34
232246_at,TTC28-AS1
232247_at,ZNF502
232248_at,LOC100652768
232249_at,FMNL3
232250_at,KIAA1257
232251_at,NUDT16P1
232252_at,DUSP27
232253_at,C5orf56
232254_at,
232255_at,LINC00997
232256_s_at,LINC00997
232257_s_at,
232258_at,TCTE3
232259_s_at,ZBTB11-AS1
232260_at,ZBTB11-AS1
232261_at,LOC101927365
232262_at,PIGL
232263_at,SLC6A15
232264_at,
232265_at,ATXN7L1
232266_x_at,CDK13
232267_at,ADGRD1
232268_at,
232269_x_at,METRN
232270_at,C9orf3
232271_at,HNF4G
232272_at,ZNF624
232273_at,
232274_at,CCNL2
232275_s_at,HS6ST3
232276_at,HS6ST3
232277_at,SLC28A3
232278_s_at,DEPDC1
232279_at,JADE2
232280_at,SLC25A29
232281_at,LINC00662
232282_at,WNK3
232283_at,LYSMD1
232284_at,PSMD6-AS2
232285_at,
232286_at,
232287_at,ERCC6-PGBD3///PGBD3///ERCC6
232288_at,LOC102724985///PDXDC2P///PDXDC1
232289_at,LOC100996843///KCNJ18///KCNJ12
232290_at,
232291_at,MIR17HG///MIR92A1///MIR20A///MIR19B1///MIR19A///MIR18A///MIR17
232292_at,
232293_at,LCORL
232294_at,TMEM254-AS1
232295_at,GFM1
232296_s_at,GFM1
232297_at,KLHL5
232298_at,MBNL1-AS1
232299_at,C2orf82
232300_at,ADIRF-AS1
232301_at,UBE3B
232302_at,PDLIM2
232303_at,ZNF608
232304_at,PELI1
232305_at,HMGCLL1
232306_at,CDH26
232307_at,
232308_at,TTC21A
232309_at,LOC202181
232310_at,MIATNB
232311_at,B2M
232312_at,PPP6R3
232313_at,TMEM132C
232314_at,MTFR1
232315_at,ZNF880
232316_at,SAMD15
232317_at,PLXNA4
232318_s_at,LINC00284
232319_at,
232320_at,KIAA1614-AS1
232321_at,MUC17
232322_x_at,STARD10
232323_s_at,TTC17
232324_x_at,
232325_at,
232326_at,BAALC-AS2
232327_at,THSD7B
232328_at,ZNF552
232329_at,RANBP10
232330_at,COA1
232331_at,
232332_at,KIAA1210
232333_at,
232334_at,NXPH2
232335_at,GMDS-AS1
232336_at,ZSWIM5
232337_at,B3GNT7
232338_at,ZNF431
232339_at,DCAF8
232340_at,MIATNB
232341_x_at,HABP4
232342_at,MTMR14
232343_at,DCTN5
232344_at,
232345_at,C18orf8
232346_at,LOC388692
232347_x_at,
232348_at,C18orf8
232349_x_at,DCAF6
232350_x_at,GPR161
232351_at,
232352_at,ISL2
232353_s_at,STYXL1
232354_at,
232355_at,SNORD114-3
232356_at,
232357_at,TTLL9
232358_at,KIAA1328
232359_at,RDH11
232360_at,EHF
232361_s_at,EHF
232362_at,CCDC18
232363_at,
232364_at,LOC100506235
232365_at,SIAH1
232366_at,KIAA0232
232367_x_at,ZNF598
232368_at,TRAPPC3L
232369_at,
232370_at,
232371_at,MARCH7
232372_at,
232373_at,NOXA1
232374_s_at,PRDM6
232375_at,
232376_at,PCCA
232377_at,NXPH1
232378_at,SLC5A9
232379_at,SKIL
232380_at,FGGY
232381_s_at,DNAH5
232382_s_at,PCMTD1
232383_at,TFEC
232384_s_at,LOC101927272
232385_x_at,
232386_at,VPS13C
232387_at,SYNRG
232388_at,CNTNAP4
232389_at,WIPF3
232390_at,NCAM2
232391_at,ZNF461
232392_at,SRSF3
232393_at,ZNF462
232394_at,LOC105371374
232395_x_at,AGBL3
232396_at,
232397_at,LOC101927482
232398_at,CCDC150
232399_at,DCLK3
232400_at,
232401_at,KCNS2
232402_at,
232403_at,SPG11
232404_at,SHROOM4
232405_at,
232406_at,LOC105372526
232407_at,MUC17
232408_at,ZFYVE28
232409_x_at,FBXL16
232410_at,
232411_at,KCNJ6
232412_at,FBXL20
232413_at,
232414_at,HEATR1
232415_at,PCDHB13
232416_at,CELF5
232417_x_at,ZDHHC11
232418_at,LZTFL1
232419_at,TMEM132A
232420_x_at,MAN1B1-AS1
232421_at,SCARB1
232422_at,GGACT
232423_at,ARSD
232424_at,PRDM16
232425_at,SNX25
232426_at,SV2B
232427_at,ZNF224
232428_at,MOGAT2
232429_at,DTWD1
232430_at,LOC148696
232431_at,NR3C1
232432_s_at,SLC30A5
232433_at,KIAA1683
232434_at,DIRC3
232435_at,ALG13
232436_at,ZNF274
232437_at,CPSF3L
232438_at,EPS15L1
232439_at,
232440_at,ZDHHC13
232441_at,KRR1
232442_at,BCAR1
232443_at,LOC441052
232444_at,CEP85L
232445_at,SYT9
232446_at,LOC90768
232447_at,
232448_at,LINC00543
232449_at,BCO2
232450_at,LOC149351
232451_at,
232452_at,GCSAML-AS1
232453_at,
232454_at,
232455_x_at,LOC340085
232456_at,C10orf71
232457_at,LIMCH1
232458_at,COL3A1
232459_at,
232460_at,
232461_at,AHI1
232462_s_at,A1BG-AS1
232463_at,LINC00685
232464_at,TRIM78P
232465_at,
232466_at,CUL4A
232467_at,KIRREL
232468_at,
232469_x_at,SSBP3-AS1
232470_at,SIK1
232471_at,
232472_at,
232473_at,LOC101928524
232474_at,
232475_at,TICRR
232476_at,
232477_at,
232478_at,MIR181A2HG
232479_at,FERMT1
232480_at,MIRLET7BHG
232481_s_at,SLITRK6
232482_at,OR51E2
232483_at,MED17
232484_at,
232485_at,SNX29
232486_at,LRFN1
232487_at,SFT2D1
232488_at,PHYKPL
232489_at,TRMT13
232490_s_at,PRUNE1
232491_at,
232492_at,BVES-AS1
232493_at,
232494_at,CYP8B1
232495_x_at,
232496_at,
232497_at,ZNF3
232498_at,MROH1
232499_at,ITPKB
232500_at,RALGAPA2
232501_at,RNF150
232502_at,LOC101927104///ENTPD1-AS1
232503_at,
232504_at,MIR146A
232505_at,DCTN2
232506_s_at,C15orf41
232507_at,C15orf41
232508_at,ZMIZ1
232509_at,LOC100996724
232510_s_at,DPP3
232511_at,
232512_at,SCN3A
232513_x_at,FAM209B
232514_at,KIF27
232515_at,GPR75-ASB3///ASB3///GPR75
232516_x_at,DAP3
232517_s_at,HELZ2
232518_at,HELZ2
232519_at,NSFL1C
232520_s_at,NSFL1C
232521_at,PCSK7
232522_at,
232523_at,MEGF10
232524_x_at,ANAPC4
232525_at,
232526_at,ITPKB
232527_at,PSMD6-AS2
232528_at,
232529_at,SP3
232530_at,PLD1
232531_at,EMX2OS
232532_at,QRICH2
232533_at,METTL8
232534_at,LIN37
232535_at,RSBN1L
232536_at,LRRC3///LRRC3DN
232537_x_at,MARK3
232538_at,
232539_at,SOCS2
232540_x_at,
232541_at,
232542_at,COL9A2
232543_x_at,ARHGAP9
232544_at,
232545_at,LRRC29
232546_at,TP73
232547_at,SRCIN1
232548_at,GALNT16
232549_at,RBM11
232550_at,ABHD1
232551_at,SLC26A6
232552_at,DAAM1
232553_at,PCYT1B
232554_at,LRRC56
232555_at,CREB5
232556_at,
232557_at,UBAP1L
232558_at,LAMC3
232559_at,
232560_at,UROS
232561_at,ZNF771
232562_at,OTUD7A
232563_at,ZNF684
232564_at,SLC9A5
232565_at,
232566_at,NOL6
232567_at,PRR5-ARHGAP8///ARHGAP8
232568_at,MGC24103
232569_at,
232570_s_at,ADAM33
232571_at,CAPN10-AS1
232572_at,PCA3
232573_at,
232574_at,XYLT1
232575_at,PCA3
232576_at,
232577_at,LOC145945
232578_at,CLDN18
232579_at,JHDM1D-AS1
232580_x_at,
232581_x_at,HIVEP3
232582_at,
232583_at,
232584_at,
232585_at,TLK2
232586_x_at,LOC100133315
232587_at,EML4
232588_at,STAG1
232589_at,LOC102606465
232590_at,
232591_s_at,TMEM30A
232592_at,
232593_at,NEURL3
232594_at,HSBP1L1
232595_at,
232596_at,DIAPH3
232597_x_at,SCAF11
232598_at,NUP210L
232599_at,EXOC6
232600_at,ANKRD42
232601_at,
232602_at,WFDC3
232603_at,DCDC5///DCDC1
232604_at,ZNF541
232605_s_at,SPG20-AS1
232606_at,ANK2
232607_at,
232608_x_at,CARD14
232609_at,CRB3
232610_at,PARP14
232611_at,GOLGA2P5
232612_s_at,ATG16L1
232613_at,PBRM1
232614_at,
232615_at,
232616_at,LOC100129935
232617_at,CTSS
232618_at,TXLNGY
232619_at,ACTL10
232620_at,WDR93
232621_at,USP48
232622_at,
232623_at,LOC100128751
232624_at,ABTB2
232625_at,TLN2
232626_at,
232627_at,HGS
232628_at,
232629_at,PROK2
232630_at,APIP
232631_at,CDH6
232632_at,
232633_at,XRCC5
232634_at,LOC101927254
232635_at,CEP128
232636_at,SLITRK4
232637_at,SEPT2
232638_at,COL20A1
232639_at,EFCAB12
232640_at,COMMD5
232641_at,ZNF596
232642_at,VWA5B2
232643_at,POLR2F
232644_x_at,OCIAD1
232645_at,LOC153684
232646_at,TTC17
232647_at,PROCA1
232648_at,PSMA3
232649_at,GLDN
232650_at,C12orf65
232651_at,
232652_x_at,SCAND1
232653_at,
232654_s_at,UGT1A6
232655_at,UGT1A1
232656_at,
232657_at,
232658_at,
232659_at,
232660_at,BAD
232661_s_at,RBM48
232662_x_at,FAM213A
232663_s_at,UBAP1L
232664_at,LINC00954
232665_x_at,SMURF1
232666_at,OAS3
232667_at,
232668_at,
232669_at,HIF3A
232670_at,LOC149401
232671_at,SLFNL1-AS1
232672_x_at,CTXN2///SLC24A5
232673_at,LRRFIP2
232674_at,UCN2
232675_s_at,UCKL1
232676_x_at,MYEF2
232677_at,SYT11
232678_at,
232679_at,
232680_at,HDGFL1
232681_at,
232682_at,MREG
232683_s_at,PARP6
232684_at,ZNF503-AS1
232685_at,
232686_at,SIGLEC17P
232687_at,GPRIN3
232688_at,BMP2K
232689_at,LOC284561
232690_at,
232691_at,SFXN5
232692_at,TDRD6
232693_s_at,FBXO16///ZNF395
232694_at,ZNF395
232695_at,KIF6
232696_at,
232697_at,LRFN2
232698_at,BPIFB2
232699_at,
232700_at,
232701_at,
232702_at,RABGAP1L
232703_at,
232704_s_at,LRRFIP2
232705_at,LRRFIP2
232706_s_at,TRABD
232707_at,ISX
232708_at,GALT
232709_at,
232710_at,
232711_at,
232712_at,
232713_at,
232714_at,TP53TG5
232715_at,
232716_at,
232717_at,KALRN
232718_at,LINC00589
232719_at,CELF4
232720_at,LINGO2
232721_at,TRIM55
232722_at,RNASET2
232723_at,
232724_at,MS4A6A
232725_s_at,MS4A6A
232726_at,
232727_at,UCKL1
232729_at,FBXO32
232730_at,C19orf44
232731_x_at,RAMP2-AS1
232732_at,LOC100652999
232733_s_at,COL20A1
232734_at,TTC23
232735_at,ANKRD34A
232736_s_at,POM121L10P///POM121L8P///POM121L9P
232737_s_at,ENPP3
232738_at,CCSER1
232739_at,SPIB
232740_at,MCM3AP-AS1
232741_at,
232742_at,
232743_at,
232744_x_at,
232745_x_at,SPEF2
232746_at,ACKR3
232747_at,
232748_at,PAPPA
232749_at,
232750_at,LOC105373878
232751_at,RBBP9
232752_at,LOXL1-AS1
232753_at,ZNF346
232754_at,
232755_at,UBE2G2
232756_at,KALRN
232757_at,
232758_s_at,LOC101928291
232759_at,
232760_at,TEX15
232761_at,COX4I2
232762_at,KIAA1217
232763_at,TLN1
232764_at,CCNB2
232765_x_at,SLC22A31
232766_at,BANF2
232767_at,CADM1
232768_at,CCNB2
232769_at,
232770_at,TUSC3
232771_at,NRK
232772_at,LOC221272
232773_at,
232774_x_at,ZIK1
232775_at,
232776_at,PDZRN3
232777_s_at,C6orf118
232778_at,
232779_at,
232780_s_at,ZNF691
232781_at,LHX4
232782_at,
232783_at,
232784_at,
232785_at,RGAG1
232786_at,COG6
232787_at,HELZ2
232788_at,
232789_at,
232790_at,RNASEH1-AS1
232791_at,
232792_at,TRIM69
232793_at,
232794_at,LOC153682
232795_at,
232796_at,
232797_at,
232798_at,DNAJC5B
232799_at,GPR1-AS
232800_at,
232801_at,ERCC6L2
232802_at,SYT8
232803_at,
232804_at,LINC01426
232805_at,
232806_s_at,FAM131A
232807_at,FAM131A
232808_at,
232809_s_at,FLT1
232810_at,AIG1
232811_x_at,PRICKLE1
232812_at,LOC401052
232813_s_at,GOLGA6D///GOLGA6C///GOLGA6A///GOLGA6B
232814_x_at,APOPT1
232815_at,FBXO3
232816_s_at,DDX11
232817_at,
232818_at,
232819_s_at,LTBR
232820_s_at,GTSF1L
232821_at,GTSF1L
232822_x_at,LINC00629
232823_at,
232824_at,
232825_s_at,DSEL
232826_at,
232827_at,LOC101929188
232828_at,NALCN-AS1
232829_at,OR52K3P
232830_at,RNF32
232831_at,
232832_at,LOC93429
232833_at,
232834_at,
232835_at,
232836_at,LINC00687
232837_at,KIF13A
232838_at,ASXL3
232839_at,STK24-AS1
232840_at,
232841_at,GPR20
232842_at,DOCK8
232843_s_at,DOCK8
232844_at,IFT140
232845_at,LOC100653137///CDH23
232846_s_at,LOC100653137///CDH23
232847_at,SALL3
232848_at,MIR4500HG
232849_at,LOC100128988
232850_at,
232851_at,FBXO3
232852_at,
232853_at,
232854_at,DIRAS1
232855_at,
232856_at,LRRC55
232857_at,POLR3H
232858_at,
232859_s_at,MAGI1
232860_x_at,RBM41
232861_at,PDP2
232862_at,ABHD5
232863_at,ZNF890P///ZNF815P
232864_s_at,AFF4
232865_at,AFF4
232866_at,ZSCAN18
232867_at,
232868_at,EQTN
232869_at,SRGAP3
232870_at,HDAC10
232871_at,
232872_at,
232873_at,ZNF33A
232874_at,DOCK9
232875_at,FOCAD
232876_at,
232877_at,
232878_at,NR2F2-AS1
232879_at,CRTC3
232880_at,
232881_at,GNAS-AS1
232882_at,
232883_at,
232884_s_at,ZNF853
232885_at,BBIP1
232886_at,
232887_at,PIRT
232888_at,ISM1
232889_at,
232890_at,
232891_at,SIRPD
232892_at,MIR1-1HG
232893_at,LMBRD2
232894_at,SEC14L2
232895_s_at,SEC14L2
232896_at,ERBIN
232897_at,LOC403323
232898_at,DAB2
232899_at,LOC101929177
232900_at,HERC2P7
232901_at,RARS2
232902_s_at,RARS2
232903_at,
232904_at,SLC7A14
232905_at,GTF2H5
232906_at,
232907_at,UBR4
232908_at,ATAD2B
232909_s_at,BPTF
232910_at,BBIP1
232911_at,ZFP14
232912_at,GPR180
232913_at,TMED8
232914_s_at,SYTL2
232915_at,DDX49
232916_at,
232917_at,
232918_at,MIR4435-2HG
232919_at,AFG3L2
232920_at,CCDC157
232921_at,KIAA1549
232922_s_at,SLC17A9
232923_at,
232924_at,LRRC17
232925_at,
232926_x_at,ANKRD19P
232927_at,
232928_at,
232929_at,ZBTB20
232930_at,DOCK1
232931_at,SNRNP200
232932_at,
232933_at,KIAA1656
232934_at,
232935_at,
232936_at,KCNA7
232937_at,
232938_at,SFMBT2
232939_at,
232940_s_at,KMT2C
232941_at,TMPRSS6
232942_at,PYROXD2
232943_at,
232944_at,
232945_at,PUS10
232946_s_at,NADSYN1
232947_at,
232948_at,
232949_at,
232950_s_at,PITPNM2
232951_at,
232952_at,
232953_at,LINC00266-1
232954_at,
232955_at,FLJ41170
232956_at,
232957_x_at,
232958_at,
232959_at,
232960_at,NUP62CL
232961_at,SPATS2L
232962_x_at,
232963_at,
232964_at,SPDYE2B///SPDYE6///SPDYE5///SPDYE2///SPDYE1
232965_at,LOC400684
232966_at,LPIN3
232967_at,
232968_at,FANK1
232969_at,CARD8
232970_at,
232971_at,RBM15
232972_at,PRR29
232973_at,DOCK1
232974_at,
232975_at,HCG18
232976_at,SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@
232977_x_at,MYH14
232978_at,
232979_at,MIR10A
232980_at,LMBRD1
232981_s_at,SYNRG
232982_at,
232983_s_at,SERGEF
232984_at,LOC101930373///HYDIN2///HYDIN
232985_s_at,DPPA4
232986_at,ZNF233
232987_at,ARL17B///ARL17A
232988_at,GSE1
232989_s_at,CCDC136
232990_at,FAM104B
232991_at,ARL17B///ARL17A
232992_at,SAYSD1
232993_at,SYNJ1
232994_s_at,ARHGEF28
232995_at,
232996_at,CCDC120
232997_at,
232998_at,TIGD4
232999_at,
233000_x_at,DPH3P1
233001_at,SAMD10
233002_at,PPP4R4
233003_at,
233004_x_at,
233005_at,ZNHIT6
233006_at,SEPT4
233007_at,
233008_at,FLJ12825
233009_at,
233010_at,
233011_at,ANXA1
233012_at,
233013_x_at,WAC-AS1
233014_at,IDI1
233015_at,MBNL1
233016_at,LOC101929305
233017_x_at,
233018_at,TMEM134
233019_at,CNOT7
233020_at,SEC22B
233021_at,RBM26-AS1
233022_at,TRPM3
233023_at,
233024_at,
233025_at,PDZD2
233026_s_at,PDZD2
233027_at,
233028_at,MCMBP
233029_at,OBSCN
233030_at,PNPLA3
233031_at,ZEB2
233032_x_at,
233033_at,ZEB2
233034_at,
233035_at,
233036_at,
233037_at,
233038_at,LOC105373942
233039_at,
233040_at,PLEKHA5
233041_x_at,
233042_at,
233043_at,LOC221814
233044_at,
233045_at,
233046_at,
233047_at,FRMD7
233048_at,
233049_x_at,STUB1
233050_at,SOGA3///KIAA0408
233051_at,SLITRK2
233052_at,DNAH8
233053_at,
233054_at,CNOT2
233055_at,
233056_x_at,DLGAP4
233057_at,HSPB8
233058_at,GPSM2
233059_at,KCNJ3
233060_at,ZMIZ1
233061_at,FITM2
233062_at,GMDS-AS1
233063_s_at,GMDS-AS1
233064_at,ZFR2
233065_at,RNF207
233066_at,
233067_at,PRDM11
233068_at,CRIPT
233069_at,PPP4R1L
233070_at,ZNF197
233071_at,RSPH4A
233072_at,NTNG2
233073_at,
233074_at,LOC100421494
233075_at,HERC2P7
233076_at,JAKMIP3
233077_at,NAV2-AS4
233078_at,API5
233079_at,
233080_s_at,PRPF40A
233081_at,
233082_at,ZNF630
233083_at,MTHFD2L
233084_s_at,SYCE1
233085_s_at,NABP1
233086_at,FAM209B///FAM209A
233087_at,FBXL17
233088_at,
233089_at,QRSL1
233090_at,
233091_at,ATAD3B
233092_s_at,
233093_s_at,BIRC6
233094_at,
233095_at,EPHA6
233096_at,KIAA1109
233097_x_at,
233098_s_at,EPB41L4B
233099_at,
233100_at,EEPD1
233101_at,MTMR9
233102_at,
233103_at,
233104_at,PABPC1L
233105_at,
233106_at,FRMD6-AS1
233107_at,
233108_at,
233109_at,COL12A1
233110_s_at,BCL2L12
233111_at,PTCSC1
233112_at,
233113_at,ADAMTS9-AS2
233114_at,
233115_at,
233116_at,ZFP92
233117_at,MAPT
233118_at,
233119_at,PRR5L
233120_at,
233121_at,
233122_at,KRTCAP2
233123_at,SLC40A1
233124_s_at,ECHDC1
233125_at,
233126_s_at,OLAH
233127_at,
233128_at,
233129_at,
233130_at,
233131_at,CFAP58
233132_at,BMS1P20
233133_at,
233134_at,RPH3AL
233135_at,LINC01007
233136_at,PABPC5
233137_at,
233138_at,LDLRAD4
233139_at,
233140_s_at,VIPAS39
233141_s_at,ST7L
233142_at,LINC01224
233143_at,C20orf173
233144_s_at,RASAL1
233145_at,CSMD2
233146_at,KNDC1
233147_at,
233148_at,PODN
233149_at,RPS11P6
233150_at,GALNTL5
233151_s_at,TTTY7B///TTTY7
233152_x_at,
233153_at,LOC101930081
233154_at,
233155_at,UPP2
233156_at,RNASEH2B
233157_x_at,CCDC114
233158_at,KRT82
233159_at,STARD13-AS
233160_at,DEFB129
233161_at,
233162_at,LOC101926892
233163_at,LOC731157
233164_x_at,RHBDD1
233165_at,NCKIPSD
233166_at,DEFB126
233167_at,SELO
233168_s_at,SELO
233169_at,ZNF350
233170_at,LINC00348
233171_at,GRIN3A
233172_at,LOC100507073
233173_x_at,GTF3C5
233174_at,LOC100287015
233175_at,ZNF460
233176_at,LOC100507642
233177_s_at,PNKD
233178_at,TGIF2LY
233179_x_at,SIRT6
233180_at,
233181_at,
233182_x_at,ATXN3
233183_at,SLC4A9
233184_at,EPHA6
233185_at,FGF14
233186_s_at,BANP
233187_s_at,
233188_at,GALNT18
233189_at,
233190_at,CASC18
233191_at,RUFY2
233192_s_at,RUFY2
233193_x_at,INTS4
233194_at,STARD13-AS
233195_at,DNAI1
233196_at,
233197_at,KLHL9
233198_at,GOLGA2P5
233200_at,LOC731157
233201_at,
233202_at,CNTNAP3
233203_at,ROPN1
233204_at,
233205_at,KCNMB2-AS1
233206_at,SLC22A23
233207_at,DISC1
233208_x_at,CPSF2
233209_at,LOC200609
233210_at,FLJ12120
233211_at,MTBP
233212_at,
233213_at,
233214_at,
233215_s_at,ZDHHC21
233216_at,ZDHHC21
233217_at,HSPC102
233218_at,
233219_at,
233220_at,GRIN3A
233221_at,DEFB118
233222_at,
233223_at,
233224_at,
233225_at,
233226_at,PTPN9
233227_at,KIAA1109
233228_at,
233229_at,SCFD1
233230_s_at,SLAIN2
233231_at,
233232_at,RHBDL3
233233_at,RASSF3
233234_at,KCTD16
233235_x_at,
233236_at,TSPAN16
233237_at,CTB-12O2.1
233238_s_at,CTB-12O2.1
233239_at,
233240_at,
233241_at,KIZ
233242_at,SCAND2P
233243_at,
233244_at,
233245_at,UHRF1BP1
233246_at,
233247_x_at,ZDHHC21
233248_at,
233249_at,LOC100507073
233250_x_at,FOXRED2
233251_at,STRBP
233252_s_at,STRBP
233253_at,
233254_x_at,PTEN
233255_s_at,BIVM
233256_at,
233257_at,
233258_at,
233259_at,EFCC1
233260_at,
233261_at,EBF1
233262_at,
233263_at,
233264_at,
233265_at,
233266_at,
233267_at,
233268_s_at,CHURC1
233269_at,
233270_x_at,
233271_at,
233272_at,
233273_at,
233274_at,
233275_at,
233276_at,
233277_at,
233278_at,
233279_at,
233280_at,
233281_at,
233282_at,
233283_at,
233284_at,
233285_at,
233286_at,
233287_at,SLC6A17
233288_at,ATR
233289_at,
233290_at,
233291_at,
233292_s_at,ANKHD1-EIF4EBP3///ANKHD1
233293_at,NPAS3
233294_at,DENND2C
233295_at,VN1R108P
233296_x_at,
233297_s_at,CCDC169-SOHLH2///CCDC169
233298_at,CCDC169
233299_at,RIMS4
233300_at,
233301_at,OXCT2
233302_at,
233303_at,
233304_at,NFIB
233305_at,NECAB1
233306_at,
233307_x_at,MGST3
233308_at,COPB1
233309_at,
233310_at,
233311_at,LOC145845
233312_at,ROPN1L
233313_at,
233314_at,
233315_at,
233316_at,
233317_at,CD9
233318_at,
233319_x_at,
233320_at,TCAM1P
233321_x_at,LOC90834///BRD1
233322_at,CD9
233323_at,
233324_at,TRERF1
233325_at,SLC35D2
233326_at,LOC101928882///CCDC39
233327_at,UBE3D
233328_x_at,SLC17A9
233329_s_at,KRCC1
233330_s_at,
233331_at,
233332_at,
233333_x_at,AVIL
233334_x_at,SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3
233335_at,ITGA11
233336_at,
233337_s_at,SEZ6L2
233338_at,LOC729461///FAM230B///FAM230C
233339_s_at,ARID1B
233340_at,SPINK13
233341_s_at,POLR1B
233342_at,LOC100134040
233343_at,DEFB127
233344_x_at,WDR97
233345_at,EFCAB6
233346_at,
233348_at,TMEM181
233349_at,
233350_s_at,TEX264
233351_at,
233352_at,
233353_at,FER1L5
233354_at,ZNF426
233355_at,LINC00176
233356_at,
233357_at,TRIM67
233358_at,
233359_at,TNRC6C
233360_at,UBE2I
233361_at,ANKRD44
233362_at,ZNF341
233363_at,
233364_s_at,
233365_at,
233366_at,FBXO4
233367_at,
233368_s_at,DNAJC27
233369_at,
233370_at,
233371_at,ABCC13
233372_at,
233373_at,
233374_at,
233375_at,EFCAB2
233376_at,
233377_at,
233378_at,
233379_at,PRR5L
233380_s_at,RUFY1
233381_at,RUFY1
233382_at,LOC145845
233383_at,
233384_at,
233385_x_at,MIA-RAB4B///RAB4B
233386_at,
233387_s_at,PCNT
233388_at,
233389_at,CFAP61
233390_at,
233391_at,CDH26
233392_at,
233393_at,
233394_at,NFIB
233395_at,
233396_s_at,PET117///KAT14
233397_at,
233398_at,
233399_x_at,ZNF252P
233400_at,
233401_at,
233402_at,
233403_x_at,TM6SF2
233404_at,
233405_at,
233406_at,
233407_at,
233408_at,PREX2
233409_at,RHBDL3
233410_at,CYP1B1-AS1
233411_at,
233412_x_at,
